sample_index,sample_id,label,class_code,origin_zh,source_cube,source_replicate,seed_id,constructed_batch,analysis_split,relative_csv_path,relative_mat_path,csv_path_sha256,mat_path_sha256,csv_size_bytes,mat_size_bytes,development_csv_sha256,mat_content_sha256
657,4-1/18,4,NX,宁夏,4-1,1,18,3,development,4-1/18.csv,4-1/18.mat,e2805b5d731b50b631cb5afa4d44c160550c624b0256e29d3207545fe09a3a36,aa1bed1938c79a897e8ee9e55e2d74d342788ce9123d3a162d6282e1112a2545,12022,639614,eb9049bd163709fdf32dfea8ea6335702b990926df9f501ef1971a00392142c4,not_read_in_development
659,4-1/20,4,NX,宁夏,4-1,1,20,2,development,4-1/20.csv,4-1/20.mat,e915d7a85f6645509a1bad114b34e27c45d3cf9b30e65f8ec785fbf182bbe187,9c23e6331d7a79f8ed1f5ed78212ed830255fc586847491d3e1c83de2456237a,12035,706684,97554901cac992912c91ca96f517e09e8f87c1bb3ea2b393f144a6991725e441,not_read_in_development
660,4-1/21,4,NX,宁夏,4-1,1,21,4,development,4-1/21.csv,4-1/21.mat,e084114bb036099a8f65b8eb7ae18144c89e8d4a35183e36b265f8f810f1c489,cf032c9a4adf761ec9916bb6d957f321d6c2315e830de9bf7414c8203abe3f44,12024,713966,5395763a147e8c89bd64ca949daf6c5e20fe44ae097a4ed1e21c501a7e58412a,not_read_in_development
661,4-1/22,4,NX,宁夏,4-1,1,22,7,development,4-1/22.csv,4-1/22.mat,a8bcaa7d2bfe141ac279f1964a80a5eecffc947e03f67dd07421e9d6e640ad63,bd307afc612cb08f5f1250e68ccd353550c4c771156fd427aba0a46c9339c121,12034,717692,0a15a23a51e4688a020744114f8d4e714f882734952f7a366b64583c53b8f65c,not_read_in_development
663,4-1/24,4,NX,宁夏,4-1,1,24,5,development,4-1/24.csv,4-1/24.mat,fc96c8b3927bbb1d25f17b26740894f249d82c62639b9717d74f737481325bb0,f81d4c358c2f881388090964c0d942087a2380ac54676b8fa2b4e1f0f711db43,12027,735934,d75c58adc3c951e4cfc1f1cbbd823d6451ab3ed62420d8c34d346dd138a91850,not_read_in_development
664,4-1/25,4,NX,宁夏,4-1,1,25,7,development,4-1/25.csv,4-1/25.mat,3a3ceac3cdc73dc3be98d88b353ef5fcd9c36d3195a96ef27c02dd28be45af68,d2f8e6a0469c839078687d56354ba75879aa07c489d493f5c3711618ab58e173,12028,709284,2028a1204212834dff34178559f80a0286a8e8a9e0599769c4966c1fd7660701,not_read_in_development
665,4-1/26,4,NX,宁夏,4-1,1,26,7,development,4-1/26.csv,4-1/26.mat,ecd7d57a429b17fa7470718d0f2f3e616b24e87e71adbbb8da4c4f0af85128c8,9883869948060f99bbe68786f912cda7a6aae34d04c019ab546c559fd98e23a7,12032,866224,1506a2f0f0a7bef8422b0db9819b52718e38aa8a696986b1570248f613401b2c,not_read_in_development
667,4-1/28,4,NX,宁夏,4-1,1,28,6,development,4-1/28.csv,4-1/28.mat,07fb440fcd7d639c05c1dc58143f022206c9eede808fe33bc79f2a216c2043a4,2f19d62f4a2968daf69dc65e2bfffa2750c11ff8065162770dfd6902e63f4577,12022,545340,1c5423f9cc722192ac2a67e798e3bf43d46dedd9ad20c24f41e48b7b6bed1ca9,not_read_in_development
668,4-1/29,4,NX,宁夏,4-1,1,29,2,development,4-1/29.csv,4-1/29.mat,1aac01933d08d197fddce5d9471dd6eafc60bc4b5e05f844cd0cf095281c8e85,9a34f5ee853cbd4cabcbbf22a6c1fc7bf09cee78e48f007e8b2df1bac92d212a,12025,555212,4cf7c0a29c28d5aacef61a6517ac17650c19cf2fb1cbeb75da141696d677e62f,not_read_in_development
669,4-1/30,4,NX,宁夏,4-1,1,30,3,development,4-1/30.csv,4-1/30.mat,60df26defd17500c743c5b150d695fc600d7fb14e0d41b44cf01523815d6b524,0dacd4f578eccada219a13254e8875ca196a287945d26ac951e9860e1c42eb2a,12023,452444,b5a8ce457d1b11217d22c0055a39a1a0a39e79198fae12a25977176a08332158,not_read_in_development
671,4-1/32,4,NX,宁夏,4-1,1,32,4,development,4-1/32.csv,4-1/32.mat,3ad549293094ef8a56af1c686064c1596f4e4846c6dc6d0bb0964ae273dcdb6d,899739ec7fe62ac1f28221861e3fa3a475a4dccc3515329a268c4f99f294b38f,12021,829542,cfffe2894d74fdb602d9bd0b0d06e72e47c2258505abd5457c6e3f96f8fbfce7,not_read_in_development
672,4-1/33,4,NX,宁夏,4-1,1,33,5,development,4-1/33.csv,4-1/33.mat,9f693e9a38c1f0cb3d4b48492f9091dec81d4329a0eff43cf1f11c78ec46fd2a,07f1f9c28f84d319a064cf3c22e1e3f71339b727ad21dbaa6181a0e14bb546d3,12022,565932,aebbd770bcc5913d4641695ab269a34021372e140b800f6a842bc9299cf16840,not_read_in_development
673,4-1/34,4,NX,宁夏,4-1,1,34,7,development,4-1/34.csv,4-1/34.mat,8f5347255dd101737d4eac7c6243eeb9ba214e15c3919932a4e5bc58df162f3e,320243106c69cf89a3aa31e2e67af9afaecd4e15f7da59ecd61080df7468e3ba,12037,567031,ed03fff3f5b743e35b5bf18ba784dec626ce98dd71933db5fd24abf7c2d6ad5a,not_read_in_development
675,4-1/36,4,NX,宁夏,4-1,1,36,7,development,4-1/36.csv,4-1/36.mat,b5f4632d94a9e072fe80128e2f4a1f779e06f297edc1fde7214217aaf4ed5bc3,ff2e8ec00b0635dd0a654d4f04b32c74864ec6e66d8578040788d772fadbd2f2,12038,1013273,0fdb57451784d5418872c27aa50aafa6d8074fa8f8ee2e2ea109b11e03b74352,not_read_in_development
676,4-1/37,4,NX,宁夏,4-1,1,37,6,development,4-1/37.csv,4-1/37.mat,a00248dccc48a5a66b7b636c7854c769b223f42b26344ed68fd1288fa61d7792,40571c130fc82747584621f3929fc0cb158367f99fd41e24770bb1d24a96b639,12020,705515,066a40712f758cf388bccda69d5cf2642c64c2a923a7cba269e167c065a68821,not_read_in_development
677,4-1/38,4,NX,宁夏,4-1,1,38,5,development,4-1/38.csv,4-1/38.mat,2c605e9106fad6420c76b5c7de0b3846c75ecf2dceb0bc36b03efe4d6ec72188,0a39bc6db171bf8cba134dcd38babb8febcee445a79116397b326421e8205852,12026,836244,33db91c8469d9e20acecd784d5cdc0dbf144adcfacd79bc3e2ec6d44952f854e,not_read_in_development
678,4-1/39,4,NX,宁夏,4-1,1,39,2,development,4-1/39.csv,4-1/39.mat,0e7c606df554cf604db571f2527c3b74ac3d0f134139b9f75ccd557b2a40938a,d79a908e74201c042e08f91f76383612c7fe2bb39b6b391389e8fef39a7d90c9,12022,734577,e52c7e50fb103492b5fa408fdeb07ca4456446b955ee2aeaab7efa242fa5e39d,not_read_in_development
679,4-1/40,4,NX,宁夏,4-1,1,40,1,development,4-1/40.csv,4-1/40.mat,5eaa91acacda7269abd750b9da53b011d364808a237b3ec2e429c866eb54eac4,d023c23dfa8290cdcb1f6e0e4ea49d9152e5f92cf0e899efebf14e8b99d4b935,12035,939595,8783a71e97dbfd8c4be93f7e0605ca106bf37bc5602b05876da3a6989f9f75f9,not_read_in_development
680,4-1/41,4,NX,宁夏,4-1,1,41,3,development,4-1/41.csv,4-1/41.mat,2c7c8d791b4764fdf25b0b0b85670d6ec31059e1c401996236c7556008e1a110,23c97e2fac72ee15f3f9cd70dbe0269896e16d4424a433f114cd6a6e86627d13,12026,627427,241652610c16c6aed6f23733559468ab81548681873e6e079047f65601d191fe,not_read_in_development
681,4-1/42,4,NX,宁夏,4-1,1,42,0,development,4-1/42.csv,4-1/42.mat,127079c44e6a14b4d11d9ab8d6430c176df1b299984c39989d62dadab6e0785b,6a0d7f03b43550891452b4cd30608cbd810b80eb8c91ff1ba0f349cadacf1274,12032,518729,832f08b84510b57a842786c192a136592211bf3c611edb8deb07f90847f45c47,not_read_in_development
682,4-1/43,4,NX,宁夏,4-1,1,43,7,development,4-1/43.csv,4-1/43.mat,b5b8fec42e27b42016422c5defb028002473cf9dc997d5a5862b50e5fa1c7f40,48d248b524f78bbf14dd07c29188745dd14c115410d74d00c36abf7dd0aa564f,12022,775971,a445b18f38ad88f228e21277b34848ddf64a887a51ad820ed37bb9f7a647e5ad,not_read_in_development
683,4-1/44,4,NX,宁夏,4-1,1,44,5,development,4-1/44.csv,4-1/44.mat,a67cef7bd3e7f5611f0f595542e311ed8cf85fe6c1b86be709b16fdb18c99333,45aba1e8873238bde55072e6cec50a3c96d4ced46477011c544c939f032af5da,12030,665240,db292737839662971a0c73ae5842f31ef55510aef8ac5857480c5bde15d5e323,not_read_in_development
684,4-1/45,4,NX,宁夏,4-1,1,45,6,development,4-1/45.csv,4-1/45.mat,97c9dfcb35e859ae0ce71cb54ee9f56dbafbdb3fb4a43e39e35d83a463581c51,48e3195a886ca2d6a01f2b0548e78703468387ef3ef826c922c82861fd0df867,12026,485357,022cd131537e63640fdde32ef18c6851f0d9e7979b5be2447dc71df1125a38aa,not_read_in_development
686,4-1/47,4,NX,宁夏,4-1,1,47,4,development,4-1/47.csv,4-1/47.mat,6d71e4ab0d5216884ed9c1e6fb09f0fd04f8582d784642f9d1d20574610fb487,a92550fb17f84741c89bdc40dcbf5c294b42034680958f75fd210e236474f708,12021,768290,4c43d84566b7a39f49dfd5f17b53dd3f740302353ca31399e43d123ee9927f7e,not_read_in_development
687,4-1/48,4,NX,宁夏,4-1,1,48,4,development,4-1/48.csv,4-1/48.mat,387c3c063d5d9a7a84a244d55af16ce924b095fb7017c1ee52fb59b96aacf7fc,ad2f783de3b01d1ede8979f2df871e0398ff03a6c2da7a83f8c3627533127aae,12032,670759,14e264f8fdf85acb0f70d65e51b64376e6aa73bff4ae1b6f28512171e8b66d27,not_read_in_development
688,4-1/49,4,NX,宁夏,4-1,1,49,4,development,4-1/49.csv,4-1/49.mat,85f8134347b0104cc6a5cfde70967b79fdcb1aa6cdbbe7bb236dcb0e271bba6a,1a36d186ddb1de2b5744368c8e683ee2cc6429eb8a3f7c177845243493ee2d59,12020,565102,4f9f9ed0c96d0938c14a7735b805b8a8aff2b58e2e7c0b974eb81d2c90e0e8d6,not_read_in_development
689,4-1/50,4,NX,宁夏,4-1,1,50,3,development,4-1/50.csv,4-1/50.mat,54156c2684845b7c220278318cc8b7e82b2429f465486b360b63d7b018f2f32e,2458c4817cfe9ed786e9680062fd7ae959256c02706b27279d3392c2e4207b50,12029,798637,e021b4996b0e7c1df8ab15f236f630af8fa62b8a2dbb415bc5615469a36d3c21,not_read_in_development
690,4-1/51,4,NX,宁夏,4-1,1,51,4,development,4-1/51.csv,4-1/51.mat,9e439eecb5a02b2a0b1d98348209f9da5a58513a5114b964883c3796194f3731,9cbb2681dd62b411897a5a8d065bc855b012d50f559670da3ae794f2898983fd,12027,779754,abf5db00c9bbecc6437b2b7dce89e721d2201887aa9c97032f6db2e31f703c38,not_read_in_development
691,4-1/52,4,NX,宁夏,4-1,1,52,1,development,4-1/52.csv,4-1/52.mat,e6eb85a66754d7ef3d1e1f28c292820d6530272c35e6d73cf03fd18a4ad7fffc,71a795b6b81a343a0fe29b9789b6105b472a55f4fd443337d54178a3b1b3e024,12029,928017,5c6426aa77ac8aa7a385eaf26f0f4c8f8f037719da1344ae1a7245fdf6869762,not_read_in_development
692,4-1/53,4,NX,宁夏,4-1,1,53,2,development,4-1/53.csv,4-1/53.mat,5d6c3d60a4496537eba401347aabd8303ba58dff5e3c41160290fc40ca075175,801ecb4368bfb2af55deb9ed70a6e86e40806486b025b794fff649c4f9d71f8e,12024,476415,d8fc7a72866795458cd5c3e591ee23f97ff2183200ce61b020c01b5c5b76ea2c,not_read_in_development
693,4-1/54,4,NX,宁夏,4-1,1,54,6,development,4-1/54.csv,4-1/54.mat,291681298f0e524303b82aab11329907e7193142a3b950c63ece6d80e33c58aa,2ecdd6fa25365251841509d1e119e67f4006c62fb106abc3c3707fe919b6ba0e,12027,464880,56f53c21051f07bd269e2d5f88f5abeb64cb36601bf342e4fc26396eb75c7b54,not_read_in_development
694,4-1/55,4,NX,宁夏,4-1,1,55,1,development,4-1/55.csv,4-1/55.mat,7724bab4a7385acbd622d3a32b030da268a85a13b1684d238722d73a894dbccc,ce7de6b8ef0c7cd428b8915ad199c83d16cbb51152d30cee86f51ed256fc1140,12021,756671,de5744f65e62040800636983f8a80aaa245df8d1543113b1755c2c78ec449a3a,not_read_in_development
695,4-1/56,4,NX,宁夏,4-1,1,56,5,development,4-1/56.csv,4-1/56.mat,cd7efef0a434cabd475f3ac13dcad32242d8b83907bb8c2ecb4b7cc33b47aa7b,75251a3a70449055db3999d127645d52b15e5933de1ebd13ae65f64d51a5e416,12018,380441,5b1562215798e67de922ec691491b9f4923757f591b1711edfb4c9ecdca65389,not_read_in_development
696,4-1/57,4,NX,宁夏,4-1,1,57,2,development,4-1/57.csv,4-1/57.mat,feaa0796acd0f7119d7c58c3dce16d083b9e33f4fa7f84c7a35b9049ea9bca24,4440048ea2a1a2d18c929a24107ac440c649a62339f3379c17652a1e691de3c9,12029,1172088,6f6b4c3c94a9529f00c2ac61589eb1d149266464a999debba58c46fc11106b7a,not_read_in_development
697,4-1/58,4,NX,宁夏,4-1,1,58,6,development,4-1/58.csv,4-1/58.mat,23c11472054c762f395fffc21929f6bd918106c9141917be811ffb112a8a8726,d8e1f7b0a2f9756afa718af7fe44e63b8b0fa0b5ce55031a13e010faaed7b64d,12023,892145,39d9b3753a78cd8576389aaf0339bb7e4b40f20a5d0ab16199168ae9e9f6c784,not_read_in_development
698,4-1/59,4,NX,宁夏,4-1,1,59,1,development,4-1/59.csv,4-1/59.mat,5c5a533cf79650227544afce63d89aa04f0f1abc7a8563000befbd9c41df2dd8,2f9b523554848d75612f78df562d8eea07326be686ee469172f0ccd68859f259,12026,648331,a50506f5f56d86e750fe61535c46aa5cec78346d750b9ef5a15957f37734f953,not_read_in_development
699,4-1/60,4,NX,宁夏,4-1,1,60,5,development,4-1/60.csv,4-1/60.mat,6bf697ffa98b9f423f50961fe8107e8297d488d799a1c8cfe9fb5dd79114d882,bc6827617cf505656291c9e1cd83a07900fe83a5c3c6b485e69148543ad0ce83,12033,432816,9ae737c101b732f8cbdaacff7d30b80275b9d85b0000b9981f923f1eb1eafe6a,not_read_in_development
700,4-1/61,4,NX,宁夏,4-1,1,61,5,development,4-1/61.csv,4-1/61.mat,9a8aea5088ae4bd084e9dd66519c68a42d46700f9d73f1ac00d2adb6e752e992,4276465a59ad72afc352a50df20d28933764057125b6b35889c7fe56d031817d,12025,720326,1736d8b2e4e8dea33f78e67d05ca306d380e070681d2a3612e256de757607bca,not_read_in_development
701,4-1/62,4,NX,宁夏,4-1,1,62,6,development,4-1/62.csv,4-1/62.mat,754444dfe8f2b541feb297903a19bda258468f7f15daf4e0f830dfc7a1d6d0a9,0757a4c69fac52831186fba89fc5c6a7f0446b33a5d6327856b3ab813651b77a,12023,711101,22a4a6a61d73f4606148bb12dc27052f414e0d828c24c468c1eebba549e0457d,not_read_in_development
702,4-1/63,4,NX,宁夏,4-1,1,63,6,development,4-1/63.csv,4-1/63.mat,d433c4c33d9e25eba95761f0ff6554e74ab6e668edac2e8e6021293af349c9b5,72c58279ca9263b9bf21a0d180aee011e518d26db20811ce541baaa9f16155a8,12011,529035,c71da7efa0eabcf685d99d9e940830a3856ae00da0191f38697d3bbf031a1956,not_read_in_development
703,4-1/64,4,NX,宁夏,4-1,1,64,0,development,4-1/64.csv,4-1/64.mat,d4a902b5f90ad096850c6eeafad28b7e0132cb178b94595ab8bb638bae706ab4,7d4c828f074686bfff2ca716263cde24d2e35c3ec2acad33f967e1fad7023d03,12023,688466,261098f5854583e638c4d4c4846c388c73ba10cd1c206f620d85d0d1d2e208a3,not_read_in_development
705,4-1/66,4,NX,宁夏,4-1,1,66,1,development,4-1/66.csv,4-1/66.mat,ed1ec0a1308cc292498e220b850a9c616ce607214efde555a167e3b2c1eb584c,c04fb14bcf56b992e0fc22bfaaa2541483041731ace30cecf48a3cf9f2815677,12028,897074,6742ff04aeea57f2ef52894a453cbadada65d1425447b9ed4ee924e1031454a3,not_read_in_development
706,4-1/67,4,NX,宁夏,4-1,1,67,0,development,4-1/67.csv,4-1/67.mat,318f9f49456b0c4bb255b5c257e8ebee6b6755697dfc19240f107b0486908312,e5975d49576e78aa2b700820792a46cab8674166005e653c64298141fea69b64,12025,563074,8dd6bb79bbf6c8f0b1ec4f947d959572735f6e407cc03b2d6b2fa6c015449ff6,not_read_in_development
707,4-1/68,4,NX,宁夏,4-1,1,68,0,development,4-1/68.csv,4-1/68.mat,40bd08e3b5d6919775b82bab7df0096cd45c031cc09ee4077e7c6ee84d7b5a46,f13f3d1fb7d5d91be7ca850379dfce6b349d940e14d61e60f550963beba6236e,12026,566949,65a31e5352c8b9b614e14ae0ede307383755a9611ca624b854a231022d89bf0f,not_read_in_development
708,4-1/69,4,NX,宁夏,4-1,1,69,5,development,4-1/69.csv,4-1/69.mat,e63676785b9af96cac7345016af187f4410e6027a5aa35db03773a1f8147fad2,7ee64281d9028bb6741713827eb4769d179a5749435dd82b42df32f937c33bac,12027,598269,d7557eb6de2b44734c7a98510ca00982a9d61b4e40523cc2ddf330d00d146c0f,not_read_in_development
709,4-1/70,4,NX,宁夏,4-1,1,70,5,development,4-1/70.csv,4-1/70.mat,8d8b7f61301fbf3f18a6f14229e0f7d16b35f821b2ee924051ce074f943bb54b,85d36b3b971bd563f1f3d878b60d0b78a31a812f6718201399149989af059ebd,12028,447049,068b4ed40e556288053f49db75d3a853309a8c1ec81cb3be5e43cea4f680a2c8,not_read_in_development
710,4-1/71,4,NX,宁夏,4-1,1,71,0,development,4-1/71.csv,4-1/71.mat,b5756fe796323c76d1b3f8e262b3c51f7535b2db4f61acda3b6c0da2ec26d818,dd29fb7bdc62bbd6f53cbd05f3c931594bef414a3cc9df5d2f2f133006860fdd,12038,778862,4389032ff67712210bc0c2d4e332ce38443af2aad82b55160379fd1bce3933d9,not_read_in_development
713,4-1/74,4,NX,宁夏,4-1,1,74,2,development,4-1/74.csv,4-1/74.mat,c08000f20ad802c0f4fc55de1e171a0a5a80cbe658386eeaeabea710ba2bcfef,1bc2aa5228d52aa0eaea1eaa4c8845c246c9fd1035eaabbc026b11662e05e561,12021,718123,b789c85925d50e0007f14552cabff93feb983d2ad8e4975d7bc069322508af30,not_read_in_development
714,4-1/75,4,NX,宁夏,4-1,1,75,7,development,4-1/75.csv,4-1/75.mat,a1b8df60dfa4f991bbb3c4e41a3df893861d495a0158a06b8dea3cb132afd645,1fd83f963a814c1ff8449999025452663e9b938c8b827044c74ddc51c17d51bd,12041,657278,c0028026e8b6fef159face09c7ccc5f553926d0945d9e46d0c2cc75d86b3f511,not_read_in_development
715,4-1/76,4,NX,宁夏,4-1,1,76,2,development,4-1/76.csv,4-1/76.mat,b42c4b36bc018106a1670fcd8b0e6ef9ca337de32bfb31e5a3b17454d39cad75,53d92093f6dc7a6061e42fc414df374a85b2d90bfef79d07b24752fd5fd12f2a,12024,693011,7d70bbb42fe2a789f871e65ab245af245940450c2766c8330660a58e7210d458,not_read_in_development
716,4-1/77,4,NX,宁夏,4-1,1,77,2,development,4-1/77.csv,4-1/77.mat,37e4d9e1da9cf268a4251af7829fd736b8b60b0aeb0bbeb8501432655d98ccbb,f01719933c65eb76c4b5395a66350bcdbaed5a9f395f672a73ce4dcdcd8abbd2,12027,529734,d9252da07065fe721e2949eb1a62d67ce0b588458168fb0acdaa9fc5aa2c989c,not_read_in_development
718,4-1/79,4,NX,宁夏,4-1,1,79,6,development,4-1/79.csv,4-1/79.mat,fc5710d805452767442c292002b2cb0845f06afdb36eba03276f58e077d894b0,c9e5128b9c812939f505c3af145c7eadc2f29816aa2e08fee1e12e58bcf3d350,12024,548827,8e5b063c5f53f0a378b6108abac14c4140e24a49c77dda76fe9c513f5ba51021,not_read_in_development
719,4-1/80,4,NX,宁夏,4-1,1,80,3,development,4-1/80.csv,4-1/80.mat,9b3ac9bca9aa5b01c75b3dea11aae771b6c56c366184cb08139a9c69d9f411c0,e11dc9ceda9c2c06ed462cfb1d25f331883234784d8f8666d1aa81763c597afe,12046,778514,492e5ac602e63711df51a21b0065717b2415d2b280be9d7654a6fc954a82f8b0,not_read_in_development
720,4-1/81,4,NX,宁夏,4-1,1,81,1,development,4-1/81.csv,4-1/81.mat,1af216b569054cc97262a2a4e37b8ce572c6fd85c7eec194508125677122a5ac,631ca9811d7729014308be3989ec298f81dbf9e89384d96c17c3261c590deae2,12025,948204,8e20bf4ed3d013efd7b58fe7783a04f42e99a029c2454eb62292eef1b10d362a,not_read_in_development
722,4-1/83,4,NX,宁夏,4-1,1,83,4,development,4-1/83.csv,4-1/83.mat,b0587ffaaea6c84740402883892f3082f8b5a9ba76c75d2856dae518c28a4aa9,c262f8bc0341e76da25ef3cffdf45ccb7194a943e4f51cc8c83b5c445ae3e2ac,12029,883414,9fc4adddbc899099084969d0ce894df28440409a6623ea77a3a80e13de2c105a,not_read_in_development
723,4-1/84,4,NX,宁夏,4-1,1,84,0,development,4-1/84.csv,4-1/84.mat,b5dbbcf71eab7ad18d6486758b913a10c0a4ae1d98acaf74d649559e98149f6e,f33e2f031cd2b5f89afa2eaab924bc371498e978cc80760f812a219a60b5d6dd,12037,794421,34719f23f6f74103de601781a316164386c0eeb7f73412363e249b9ce29178a5,not_read_in_development
726,4-1/87,4,NX,宁夏,4-1,1,87,3,development,4-1/87.csv,4-1/87.mat,2a6938b56253fc6d573b553956b0873e0fe556a6cd90f1a6399a57f00fdfb4f2,d90c86ce75c675c2e9f4d14c5a58c3c395a1e7d897ce00adc91587febf94ecb0,12031,600274,9c217fd9df16c338ed0bf2050e09e519676e1575ecedb9a95603161b0b892976,not_read_in_development
727,4-1/88,4,NX,宁夏,4-1,1,88,6,development,4-1/88.csv,4-1/88.mat,032e9505a77d29cc14a828d5843a43c14d154b916236d28136e02692a21f3fec,e923ab6f1944b1721963f1a0f7a6a549afdf7c1f3fa2fecaae01812cf23242de,12033,553068,e3fb1b7c2426953ccb35644476df70a1d60790ac745ce0f412a4325f9024b495,not_read_in_development
728,4-1/89,4,NX,宁夏,4-1,1,89,3,development,4-1/89.csv,4-1/89.mat,be9a70f5e1d23620d84876e551b525b47885e56484829118d6749e5a80987698,c97756d7ba79ced1ea0edca43dceb2c7605bfd757bbf55fda2a4def97c32f461,12029,884202,a9e09789a2cc50c45046b96cbc757b522f193bf7c1b26399fd9c15b82bf52d0a,not_read_in_development
729,4-1/90,4,NX,宁夏,4-1,1,90,7,development,4-1/90.csv,4-1/90.mat,6d0582344fd39b574cb6bb6fd8044e7141ab2a6e15abd0f4581655a839a2130a,79cc3d20be8ebbeea29ff55c569453b10a3ffb1835bf63e0ab4139cde340b67f,12037,669463,7e40cdcc087a9e80d29464c9337abfa6af020d8b052f8b0597320bd35136559a,not_read_in_development
731,4-2/2,4,NX,宁夏,4-2,2,2,7,development,4-2/2.csv,4-2/2.mat,86886617be8e2a5c493dcfb42817b378e5b2d158d74ee0b06aec31b23ad0a36c,4e859026fdfd963007dd037138c4d11e7042b60cb93a296b92a537fe8d4d58da,12027,1149584,0a519163a975ad05903099e97943010e290568f3872f63311fb0c2baf6a447eb,not_read_in_development
732,4-2/3,4,NX,宁夏,4-2,2,3,5,development,4-2/3.csv,4-2/3.mat,8779e8db1ea2080a72877508e6f80de4b9d44425195381903b3b51313bf66a45,52ffdb0760e833f21d23acc15a245671ac3fcf8aa147febdca7d4a436120d14a,12029,761034,a2fc9a3dd3bed01f276542d15c7b85dc88367b6642de4abafdfe30d96295540a,not_read_in_development
733,4-2/4,4,NX,宁夏,4-2,2,4,5,development,4-2/4.csv,4-2/4.mat,c740aee56db8c0a6b701d77d559fd9ebe04c1ae0218ce79e0175657a8cda6335,eb51de4ca986782562d246131ff70c97cc45a51d2325844c702328ef860ec963,12042,652091,c6a01cc235a4265b0cbaa0e13d58bef7a4c654fe67b143894a4580191830e163,not_read_in_development
734,4-2/5,4,NX,宁夏,4-2,2,5,5,development,4-2/5.csv,4-2/5.mat,af230724b6ff7c0c25fa0b5b0536e9c58eb9ea61efeca68fdf2588df8f66693c,dcd442690c82a36d681fe86305eb70a0f8556684ba5151b1151651b1533fccb3,12021,733618,1b71498a69fae41213603542363963fbe81b0f70efb9aff9342e669956336869,not_read_in_development
735,4-2/6,4,NX,宁夏,4-2,2,6,1,development,4-2/6.csv,4-2/6.mat,72d615b95de7af70a7b0ef69d243718e7127f62c146ea55a002308cbac12cddb,ff6c71f9ba7a762df2b76884dd7723db46fcefe8c71bbc21ac52045a4ef94165,12015,727052,ab5de13b9afd2acc0790d9adb92cf08f361b77d432de61df2b66e6115ebbec8d,not_read_in_development
736,4-2/7,4,NX,宁夏,4-2,2,7,2,development,4-2/7.csv,4-2/7.mat,c4753337b84f11d15d715128ff169a1ddb7d50a87ed609bd167eff65d6d8e729,4e4ac87226bf4408e4a2729b3b0d3208d133a628ed2f6848e0ae11f2545aed94,12016,694178,455f65e46a037407a8a6a36f8cdec1cd9f977fed888b549faaa2de926ed7cfaa,not_read_in_development
737,4-2/8,4,NX,宁夏,4-2,2,8,6,development,4-2/8.csv,4-2/8.mat,aa37e3967c80d3834e06e8bcdc32c83445dcd6f674b854a21b654da2ccb07618,1aed32204cc87f4ac8e2642bf4b404e4aa83a0be4e59d42cebaff87a6e4d2e1a,12023,652673,b4afcb7fb4cbaf7fe3debfc8d34819794f4a2ab11a154734f8be67ae09f1a8be,not_read_in_development
739,4-2/10,4,NX,宁夏,4-2,2,10,5,development,4-2/10.csv,4-2/10.mat,1c5889557df30d619b5de456cf2334c2d48b51c19cffa867e74c5080b36e0e43,4f5eebab3526ec602d2e93a8a298fad1de828cc89f00f6e9c156fec8a6ad6520,12020,965948,76739b1f0bf3f081242445a6d15ab51c69b28d7bb27bf528d31140e41f0b202b,not_read_in_development
740,4-2/11,4,NX,宁夏,4-2,2,11,7,development,4-2/11.csv,4-2/11.mat,8d3665f97a0732ac671938726bc5704036c781e8214e2d5d7bdf742c18da2317,1cfce3abb05c6138fe11923e71d82f9d82aeb6abdc6ca6406e7aff3a542ae772,12025,780147,d71caba4915028b54e0aa15112cf95e024d792990b332618adbb42b357ddd62e,not_read_in_development
741,4-2/12,4,NX,宁夏,4-2,2,12,1,development,4-2/12.csv,4-2/12.mat,60df3a550d716311fb8cec5b87770e8e3c40ee840452a870ef0fd76771e941d2,6975fb738181bbfe30da4bd32571ebdd4241defd28114fd6f95346f09e13fd7b,12040,760066,722d9451a4b56064236868e313dd06466610a86ed292fa87487b40cb2924109c,not_read_in_development
742,4-2/13,4,NX,宁夏,4-2,2,13,7,development,4-2/13.csv,4-2/13.mat,aa049c28967c36cc09e2814362b7d747af2db2d173358d00906e74258c7e2540,4d5def9c7758cf587bf60b407c7850dcee04372a6f4767545de413a9e4da6c07,12026,717657,43e40348b621ab8c88a1a67771cf3ebeeae012b9746ff9086d8a0c5886523bf7,not_read_in_development
743,4-2/14,4,NX,宁夏,4-2,2,14,5,development,4-2/14.csv,4-2/14.mat,d61cffa864020803b0defeb2eadcb25dc2d4ed78826b15ceb699dce37e603243,bb3600457811a7818078fbc4b2b0761b2cf1a2e5549c46f25edc0ed5ac088b03,12012,651325,e1a002f0eb04907d043250aa1d0d4dcfa8054b2a146b8733c2b52fd9d25a8e44,not_read_in_development
744,4-2/15,4,NX,宁夏,4-2,2,15,2,development,4-2/15.csv,4-2/15.mat,9cbb4ea708b87052fcfba2a466966c486018ae8923848815f25674d848f8b091,059fc1fecbabe08f39699fae343dfd271e4af73d53fc4dfd2abdf1bdfb0ea144,12037,508129,e88fe5e66118fae24c788de90b8668ed1bfe1252d4fd38eb4fa417439da8df9e,not_read_in_development
