sample_index,sample_id,label,class_code,source_cube,source_replicate,seed_id,constructed_batch,analysis_split,relative_mat_path,mat_path_sha256,mat_size_bytes,foreground_pixels,inner_pixels,outer_pixels,foreground_std_features,foreground_iqr_features,radial_features,morphology_features,extracted_mat_feature_sha256,mat_content_sha256
591,3-2/32,3,HNX,3-2,2,32,3,development,3-2/32.mat,c894ab49292665fc4bb16e1578e357c8ec06b680214045cd6c35d1226a030e92,589105,191,95,96,392,392,392,5,bb3fb114c2cca19cf8f1412a3adf5c246df44b969a552733cf068d5ddcba02f4,not_computed_in_blind_development
593,3-2/34,3,HNX,3-2,2,34,6,development,3-2/34.mat,5aaf9491570f109da2ddcd3521d6c0a560785d756acfa4afce3e28723b376c33,660961,218,98,120,392,392,392,5,db91a94a1200882d1510804fda4891776f2874a66c82ac8577e7a7bdf0462c1e,not_computed_in_blind_development
594,3-2/35,3,HNX,3-2,2,35,1,development,3-2/35.mat,42c48591a4cab64a8284d9dbed7060b43fe0314f0ea0165b048d2af16b95ba46,531000,171,83,88,392,392,392,5,6cd3cb059169622dbbc809e77920f63bfbfb6dcd770a3f0a607b04947db84a74,not_computed_in_blind_development
595,3-2/36,3,HNX,3-2,2,36,0,development,3-2/36.mat,6c2e6856d5d436b795add4e32842ce628bbadb9ae7837112bf913f5147031971,655878,216,100,116,392,392,392,5,768270406aa065c2fcc5e8dfd157e87315fbca9bd1cf6a0c3452364e4cd2ac4b,not_computed_in_blind_development
596,3-2/37,3,HNX,3-2,2,37,6,development,3-2/37.mat,71d5f9ea3701d68ed292ec7a4a565d859273afaf1de8c9d919efae1fd4daae52,897233,303,148,155,392,392,392,5,3f483cafdd3d57850fcad2c2e1eefc228c7f0edc2b04f143ef4302a829c272e3,not_computed_in_blind_development
597,3-2/38,3,HNX,3-2,2,38,2,development,3-2/38.mat,a8598e2e369520ed2c1047c8de2342e0b7f46ed37d137bb87e786a50ac0483de,665221,219,101,118,392,392,392,5,5ba6260c9f9b946c961a0976a19c4cffc0ca0831b77fdc28ae50c17831452735,not_computed_in_blind_development
598,3-2/39,3,HNX,3-2,2,39,6,development,3-2/39.mat,4151ae7f22d627b1828a73af6df975b0aa3baa855278b78aaa7548799d6ca0d5,706194,233,106,127,392,392,392,5,42bf064f2e6e1fd79f6a46711b865c38748f945cb0b0c641226fc157dec1e381,not_computed_in_blind_development
599,3-2/40,3,HNX,3-2,2,40,4,development,3-2/40.mat,25be11005e62f9ea38f6a133e41a4e989e353636b9f1071d6246c49d197df291,616360,202,93,109,392,392,392,5,b2e9e959d44b366f246f19a28899cb119289d7eb163d600b993d552d82059f42,not_computed_in_blind_development
600,3-2/41,3,HNX,3-2,2,41,0,development,3-2/41.mat,094331910d2a870f187f7f002c79de4e02a9cffa9cc28c590ac522f54e865265,500158,160,74,86,392,392,392,5,35f6d80742f988997aa0d703978cd15952c54e152140ca31ac5ee3fa23451a47,not_computed_in_blind_development
601,3-2/42,3,HNX,3-2,2,42,5,development,3-2/42.mat,6f356008101d8c07cb9aaec22dc538b5551aaf83d404a7b6b1e7df001ab948db,807843,270,123,147,392,392,392,5,6323e66c23aa847fb52dbd0711b1373026ab9fae656afd3b979118a86484d6a4,not_computed_in_blind_development
602,3-2/43,3,HNX,3-2,2,43,7,development,3-2/43.mat,43b3135ef534f0335fc7ad4d11770c7db822539bf7faca79a6c6768c97df3c65,645949,211,91,120,392,392,392,5,7fb6a7165aab1ae72808b258aa36151348852cebdce2d180fadcf43531efad56,not_computed_in_blind_development
603,3-2/44,3,HNX,3-2,2,44,5,development,3-2/44.mat,63845b36884055b0497446565fe2601270d5cdf9123e1d116d9fef0c7272a77f,654997,214,106,108,392,392,392,5,a7afcfada34eb9715d37325097bfcd1402efeaf058fdb7ea8eb17edb6a3e0f26,not_computed_in_blind_development
604,3-2/45,3,HNX,3-2,2,45,1,development,3-2/45.mat,9294c2320d6f083af20abbb2b53b22c09be0bdab9648ce37a29e1fe035a01ddd,550865,178,88,90,392,392,392,5,cfb54ecd85dfb8ca7e4274e56d035deb0d5ab4f03a6fddfc45906f514d727a3f,not_computed_in_blind_development
606,3-2/47,3,HNX,3-2,2,47,4,development,3-2/47.mat,cd0d9d998b7a67cf3f0be953d598deeb0e5e628085119947fb8002455336dbbe,488678,156,74,82,392,392,392,5,02a4f3be03ca8438dd4de93dca28c80d00a07997c388c31196185bbcc5304925,not_computed_in_blind_development
607,3-2/48,3,HNX,3-2,2,48,5,development,3-2/48.mat,810c2f56b77395e126092f4554dc6d1e750d5e40f00fb229ae48dde943f5a5dd,593546,193,85,108,392,392,392,5,12d70b4118c02ae024a115bba9dce10220587bdab0b452b453d2bf5ea8bae71c,not_computed_in_blind_development
608,3-2/49,3,HNX,3-2,2,49,6,development,3-2/49.mat,c631e1f396d0854d5b682a5c9ccdb7c3c6c58ff95d331a140d228e2969821eb8,673712,223,100,123,392,392,392,5,d39707e26cc2227426cf369c037587d14608253bbd5d71221e7a847edde22520,not_computed_in_blind_development
609,3-2/50,3,HNX,3-2,2,50,7,development,3-2/50.mat,4bfd731ecda31215fc6ffdd6334b1b37c7226fb2b0be758b7facc59fdc9a26a4,545733,176,85,91,392,392,392,5,7e9bad14f64dd37f67315182198d8653916d648828cbcac6388312b76af99373,not_computed_in_blind_development
610,3-2/51,3,HNX,3-2,2,51,3,development,3-2/51.mat,efb3cd35b2151434e261fea033603900b334163c676f4bfdca67f9ba4c4e82e1,900947,306,148,158,392,392,392,5,07b9b9e3b351d309b468718b43588bf7a3f7355dc04a90188f54ba82811012bf,not_computed_in_blind_development
611,3-2/52,3,HNX,3-2,2,52,3,development,3-2/52.mat,2699d2504dcadac7aa573c2b2b46ff493a75b33478cc0b029c30dd21f950e0c9,670322,222,102,120,392,392,392,5,f1adeaf71240015b39def29edb7ba3da2ebe4374b4af1f313ca8ef184b433ce2,not_computed_in_blind_development
612,3-2/53,3,HNX,3-2,2,53,2,development,3-2/53.mat,4e7ef307a4704fb0888a53bb1a46e4c4e2067e6adbf78ad3fa71630e09c87005,707175,234,107,127,392,392,392,5,9de35a988722cce1d7a8d5e7d6d43e297d3ed70115152a2041ab1b5cc6da2a6b,not_computed_in_blind_development
613,3-2/54,3,HNX,3-2,2,54,6,development,3-2/54.mat,e4ae3ca7027dfe9652298af775604dec844f94297b3207aa77f050bfd767c2a6,668134,219,96,123,392,392,392,5,7f61bfe0949a1ea96a0f21c2f96ea7a4e4fe2f2d5d443935c8c5a404cd638373,not_computed_in_blind_development
614,3-2/55,3,HNX,3-2,2,55,7,development,3-2/55.mat,eaa444e8099fde2ea1444797534636529d400476318ab0264c699b28e54607c8,784384,262,119,143,392,392,392,5,eccf95f235fa95d315ae98c35abd2ec7b88d7e2d19bdcc697ac1ff818d903398,not_computed_in_blind_development
615,3-2/56,3,HNX,3-2,2,56,5,development,3-2/56.mat,e1a87f1fb2b478ab2fd2cee6011c87d29bc3938f1328d67ce0f4385c3ac701f1,635651,208,104,104,392,392,392,5,4a7ae089c0b32aea78eddc944be7f6ffc35b3e1a5df4fb432e87e8b92cf6b81b,not_computed_in_blind_development
616,3-2/57,3,HNX,3-2,2,57,1,development,3-2/57.mat,f5ebfc922ff4b45c425cde1d7e1c21fd1b466ec74b233130f1f4b81084637e99,669810,222,104,118,392,392,392,5,25f087398c04228b654608f83c4b93cde5a8c1dc1fbff987ecb68db0c99fa56d,not_computed_in_blind_development
617,3-2/58,3,HNX,3-2,2,58,7,development,3-2/58.mat,6fbf45f28448214c3dd73fd8ed36b8b26d99fa12e1af93d4fc60ca078889ab0a,524178,168,77,91,392,392,392,5,9ad8bad74391a61a2d4d089e0ded02da2729b6cc9d791f2bb86b5122f868e589,not_computed_in_blind_development
618,3-2/59,3,HNX,3-2,2,59,0,development,3-2/59.mat,2f5a4f0bc412536fe8d3979c348de1b7468bccee87d15c228ea690941c297afe,673405,224,108,116,392,392,392,5,7d98a13cb2cf30efd9f5bf7297818fc0738f60c1e38718ed719aadfbd7ab1eda,not_computed_in_blind_development
619,3-2/60,3,HNX,3-2,2,60,3,development,3-2/60.mat,1fcd098ef8322c6f0ec13c49c67a080fb26334857479158176054165c3224b68,605148,199,87,112,392,392,392,5,a2dda1005c6b260e570655980d7358c26a8cf2a3ffef047a40c9f6537576f974,not_computed_in_blind_development
621,3-2/62,3,HNX,3-2,2,62,2,development,3-2/62.mat,e4d4d70d916d53107550d7c8f1f51b5ec03c9d2f58ecd1ea3d1e289f523954eb,939067,318,150,168,392,392,392,5,c60e48204aa2a07042d4655a150ae3b3f1cb1cda2cb3c7ab885d3cbf89ce8955,not_computed_in_blind_development
623,3-2/64,3,HNX,3-2,2,64,2,development,3-2/64.mat,263a9cc53a46a106ff76ce5f84d1d391072f8870d6e12167c03d13a10d83feac,718930,239,115,124,392,392,392,5,dcfc676f0a9dd77dbb5e77033338bd0a86c4faa78eb203002a0156cb2f085cb9,not_computed_in_blind_development
624,3-2/65,3,HNX,3-2,2,65,5,development,3-2/65.mat,7e62cc5f1ac4ccfd321777b69bca0fd489783d8c36245d3a9d8cafcec7aa7b5e,499510,160,75,85,392,392,392,5,49954ee95de7dd1bed38690c0a06bb25b9662f5437023a67ece256716dc7f4af,not_computed_in_blind_development
625,3-2/66,3,HNX,3-2,2,66,3,development,3-2/66.mat,74587be8004dac7ab8bd9481bf4f955b5cb3c2169e5953e81d75658b5e20fcd6,688973,228,104,124,392,392,392,5,7f8a9efb98afc4e56cc761cf63a7f652fee350d111fa6f72c3e6a4be824197f5,not_computed_in_blind_development
626,3-2/67,3,HNX,3-2,2,67,2,development,3-2/67.mat,dfd56c9f73e4299b41dfb4ea9ce1f9e9583ccabfe8604053dee74091dbaa57d2,399902,124,58,66,392,392,392,5,5fc2643dfff8986e20f386ac7567999ef338ffdedb8e2f00f5dc6faa0a4248a7,not_computed_in_blind_development
627,3-2/68,3,HNX,3-2,2,68,4,development,3-2/68.mat,d40e2ca7f38009e89a35c2e4f50d1258327f958d7060374b49b1eccae44a374c,862885,292,142,150,392,392,392,5,713ce5e67a95f3aa0d0c66834f696854e5f40656af699c4f35daaf370d26430a,not_computed_in_blind_development
628,3-2/69,3,HNX,3-2,2,69,2,development,3-2/69.mat,d3cd9446ff99bf8ffc0ea3c3f0225fb8f573cf9171e48230feef49ebbe93d8a2,594923,194,97,97,392,392,392,5,11528480c779f3212f3aaaae732678eb96e9fa1692d5de9e37861b8dadbed078,not_computed_in_blind_development
629,3-2/70,3,HNX,3-2,2,70,7,development,3-2/70.mat,2cc01508b1445ea1d39a23613ceffe74866e6cae448b4d905bf0c3d5c2324f5d,751720,252,126,126,392,392,392,5,9bbcf6963572d8d5adf451e3d5fc0095b6985e32ae11d801ebd31dc58fe5ade6,not_computed_in_blind_development
631,3-2/72,3,HNX,3-2,2,72,4,development,3-2/72.mat,904964ecfcbb9b72cc2723bb5975f6a2605d76eb21fb8cee3e743e06f48287fb,711817,237,114,123,392,392,392,5,dd6ac6c9698c202e2fd3d6fc1a8cb978de8317c31be3d8083dad85377bfe3266,not_computed_in_blind_development
632,3-2/73,3,HNX,3-2,2,73,5,development,3-2/73.mat,cd2a31de807329066c91a5f63dc9931a4cff4b66dd96b2d68a9a4a5341065ef8,560501,182,90,92,392,392,392,5,b6ed2151ae8f63b1d7171b7c394af3870de3a23576457fbd9440443e3a852c3a,not_computed_in_blind_development
633,3-2/74,3,HNX,3-2,2,74,2,development,3-2/74.mat,dd3d7e2ddd223bc34a3fb726b35a5929c43414fedef37aefe17a42928160c3ed,783378,261,129,132,392,392,392,5,215362d57fab87bba2f8a21824e65762f72090d798a90866c4a645b4dce501da,not_computed_in_blind_development
634,3-2/75,3,HNX,3-2,2,75,4,development,3-2/75.mat,4a659c0e016728d0569b5abc79e81114cc993a515f4dea093f6124ac8a1fa04e,571359,185,79,106,392,392,392,5,352002726845a0fe3308f31eff6d912c7b0059c0db008dc158d9f4e24eab2645,not_computed_in_blind_development
636,3-2/77,3,HNX,3-2,2,77,5,development,3-2/77.mat,ffbd712d94f4aaab54cef96f094804e6aad01bf5c79d8ea3a9953d67834ffaf1,508594,163,77,86,392,392,392,5,536bf1ad5cb8b77add137a8a7c31a67febec1f16ba1105471d1bb3b288fac419,not_computed_in_blind_development
637,3-2/78,3,HNX,3-2,2,78,7,development,3-2/78.mat,be6a5b52f8eebb13097964b3d1c023de4d497346ce5c0f2f6c2380e629a94b3a,469913,149,67,82,392,392,392,5,2a849a77d0771348ee335c8562fab2cf55318b73f6798b373eb6df6743e5da87,not_computed_in_blind_development
640,4-1/1,4,NX,4-1,1,1,0,development,4-1/1.mat,343c3cd2b119648f3cb8d790f4dfc36e2c7f49cd188c7d50e9017895b8b9cbb0,471580,150,65,85,392,392,392,5,36a7108a99dcc4f573cdb0176f1c3fed7d51ebb4e446e348226f8c3ca865a670,not_computed_in_blind_development
641,4-1/2,4,NX,4-1,1,2,0,development,4-1/2.mat,bee64b53f5ce91aefd30c059492f10fda73289b8e5870b4c99e4659f82825a2c,771595,264,121,143,392,392,392,5,d4f0a5cbd7ea2d98c6f3ad796a3cab33d44aff342fb7b2e2b051d91998dbdc24,not_computed_in_blind_development
643,4-1/4,4,NX,4-1,1,4,7,development,4-1/4.mat,0ac6a6c82d07d794b97caba446b452b16cce71a7d9373ae78ec617124bdaac09,772912,262,130,132,392,392,392,5,9144bae35475625e328446a9ef006663fa754bc74a1565e7c05ea27062c9619f,not_computed_in_blind_development
645,4-1/6,4,NX,4-1,1,6,2,development,4-1/6.mat,af87625dbb5389a66303353e0e8a5928230be4333c26b39db41f7282c0636bb1,618565,205,89,116,392,392,392,5,67403bf778a13c44a7d409755040b2ff600523a64876f12e29291fac1e7b104e,not_computed_in_blind_development
646,4-1/7,4,NX,4-1,1,7,4,development,4-1/7.mat,cc1ec5006918133c45c2a7a8f8c06ea63049ec68b94951a91d3eee5b198c8e43,722699,244,116,128,392,392,392,5,51053b9f77206c7ec7bb84276857205534a5e903b51adcc1e032b36e0ee69a01,not_computed_in_blind_development
647,4-1/8,4,NX,4-1,1,8,3,development,4-1/8.mat,90b4162b28fa99a7c565342fe7f8438f0708ec69c10a471ae01966b15fb27c80,688360,231,108,123,392,392,392,5,e8a3f5948feed13265dc54ea2f661c70cce4cf450a41df50eebd6361eeace058,not_computed_in_blind_development
648,4-1/9,4,NX,4-1,1,9,4,development,4-1/9.mat,5b2a579c1231d72a3e77da1802e544fdf806349feb17b62620974e2c9250dd52,1099436,379,174,205,392,392,392,5,8bf6a50ce68811defae37091aba00b5afb3600409bbc848375051297cc0b6830,not_computed_in_blind_development
649,4-1/10,4,NX,4-1,1,10,1,development,4-1/10.mat,fcbcd61de848ba4151055c4a91501d9767728e7fc79d8af4548843a2ca551cd5,516348,166,77,89,392,392,392,5,8e1d45110fe210d9dbeebf77fa3da5c631f10b51fad5a0cdea227cb363376365,not_computed_in_blind_development
651,4-1/12,4,NX,4-1,1,12,3,development,4-1/12.mat,42076500cf0b390ed9762f7f7f32753416c3324cd2d49938a186e3974a53b2cd,808904,274,128,146,392,392,392,5,e8dc781eb50918ded4ea125c9109a612592e6fc08609734955cfd140b27ed01c,not_computed_in_blind_development
652,4-1/13,4,NX,4-1,1,13,1,development,4-1/13.mat,2b8c5aba5b7ea071fa73eb3ada1c74f0b64fbfed1f13dc19f3fbf245f89a1a57,702212,236,113,123,392,392,392,5,858cb88c15aab0599e96a8ed9b40e908ed315445848672b4767361f4a038a0ea,not_computed_in_blind_development
653,4-1/14,4,NX,4-1,1,14,0,development,4-1/14.mat,54bbdc771fa145bb1bfb6784aab651f0ba858eb1b9ff3ac60af67cd54a9d6f9d,488766,158,75,83,392,392,392,5,84af25f6fda7600995ae634abb7f36af271b97c5d153366f967e0c1a679b0f96,not_computed_in_blind_development
654,4-1/15,4,NX,4-1,1,15,1,development,4-1/15.mat,270d263a7c666881932b83be5f33c4f7b6d2da07ec71968066df000d45cbc6c7,596724,197,97,100,392,392,392,5,3c91be8d6a69326c3964599dc7dbd07f3742037a541f6c60fa2745992636df7b,not_computed_in_blind_development
657,4-1/18,4,NX,4-1,1,18,3,development,4-1/18.mat,aa1bed1938c79a897e8ee9e55e2d74d342788ce9123d3a162d6282e1112a2545,639614,215,95,120,392,392,392,5,45c8f894c21bf13518e4e5af86021a3b27bd16f1d96ee183b553c154c6e7ffef,not_computed_in_blind_development
659,4-1/20,4,NX,4-1,1,20,2,development,4-1/20.mat,9c23e6331d7a79f8ed1f5ed78212ed830255fc586847491d3e1c83de2456237a,706684,237,114,123,392,392,392,5,c9dbd552ac60ae031e4fba0fe6ffa5fb36a9a358345f131b4f00474cea6136be,not_computed_in_blind_development
660,4-1/21,4,NX,4-1,1,21,4,development,4-1/21.mat,cf032c9a4adf761ec9916bb6d957f321d6c2315e830de9bf7414c8203abe3f44,713966,242,118,124,392,392,392,5,b5f0e56e9e8c30dfcdf69bf0e0fe7615dc7a6ce8c8d2e4c4590286f8cac35a64,not_computed_in_blind_development
661,4-1/22,4,NX,4-1,1,22,7,development,4-1/22.mat,bd307afc612cb08f5f1250e68ccd353550c4c771156fd427aba0a46c9339c121,717692,243,119,124,392,392,392,5,4ca081f6a0f470015956bc53c5841cec92769587d7477f6794446554ef14c3f2,not_computed_in_blind_development
663,4-1/24,4,NX,4-1,1,24,5,development,4-1/24.mat,f81d4c358c2f881388090964c0d942087a2380ac54676b8fa2b4e1f0f711db43,735934,248,122,126,392,392,392,5,acc93d8b27494da11f0485c49268b47d6a1527e2cbe92d498c5c4682e46b2547,not_computed_in_blind_development
664,4-1/25,4,NX,4-1,1,25,7,development,4-1/25.mat,d2f8e6a0469c839078687d56354ba75879aa07c489d493f5c3711618ab58e173,709284,239,113,126,392,392,392,5,227539955a36b288a09f51ebd22d7a682f261f0dad1c839f5a4eb17784c47735,not_computed_in_blind_development
665,4-1/26,4,NX,4-1,1,26,7,development,4-1/26.mat,9883869948060f99bbe68786f912cda7a6aae34d04c019ab546c559fd98e23a7,866224,298,142,156,392,392,392,5,e23db9cf2386d12968feacb88ca37b12d6e7bfb1f2357f27d1259ea2ace4dd00,not_computed_in_blind_development
667,4-1/28,4,NX,4-1,1,28,6,development,4-1/28.mat,2f19d62f4a2968daf69dc65e2bfffa2750c11ff8065162770dfd6902e63f4577,545340,180,88,92,392,392,392,5,8f60843a2ec61bf0a738dbe44467263a9ecaec55870ae246ac2958f639da0d03,not_computed_in_blind_development
668,4-1/29,4,NX,4-1,1,29,2,development,4-1/29.mat,9a34f5ee853cbd4cabcbbf22a6c1fc7bf09cee78e48f007e8b2df1bac92d212a,555212,182,89,93,392,392,392,5,652eededf8f8669b0206b3b2cdbb4de8948208afeab87a6b93299c00ee21475e,not_computed_in_blind_development
669,4-1/30,4,NX,4-1,1,30,3,development,4-1/30.mat,0dacd4f578eccada219a13254e8875ca196a287945d26ac951e9860e1c42eb2a,452444,145,65,80,392,392,392,5,14ffd4eb9ab738dcc244fd2fb59f2c486afca1d6068e3678f4047122e413f9f1,not_computed_in_blind_development
671,4-1/32,4,NX,4-1,1,32,4,development,4-1/32.mat,899739ec7fe62ac1f28221861e3fa3a475a4dccc3515329a268c4f99f294b38f,829542,283,127,156,392,392,392,5,0a4acb326de7ac7b185ef1ae85661c32022b896ce4b2a003c7145066eb2b3180,not_computed_in_blind_development
672,4-1/33,4,NX,4-1,1,33,5,development,4-1/33.mat,07f1f9c28f84d319a064cf3c22e1e3f71339b727ad21dbaa6181a0e14bb546d3,565932,187,80,107,392,392,392,5,7cf79666b87124bcf65742e90af6136572192e5bdaed824a899832a620dc967f,not_computed_in_blind_development
673,4-1/34,4,NX,4-1,1,34,7,development,4-1/34.mat,320243106c69cf89a3aa31e2e67af9afaecd4e15f7da59ecd61080df7468e3ba,567031,186,93,93,392,392,392,5,edbba3e18f3f920ef8f1a42a76998a877c564bf854921d6d79f09b0dc9fd4e8e,not_computed_in_blind_development
675,4-1/36,4,NX,4-1,1,36,7,development,4-1/36.mat,ff2e8ec00b0635dd0a654d4f04b32c74864ec6e66d8578040788d772fadbd2f2,1013273,351,171,180,392,392,392,5,d5774197cf7a13c0f2cbe342d482f8d09133886bcbe425d3942afcd96d471c8f,not_computed_in_blind_development
676,4-1/37,4,NX,4-1,1,37,6,development,4-1/37.mat,40571c130fc82747584621f3929fc0cb158367f99fd41e24770bb1d24a96b639,705515,237,114,123,392,392,392,5,aa846c7b30ea8b3b3a132c65a5eb55c93ccb5dc5ab7294fef721460d9cb389aa,not_computed_in_blind_development
677,4-1/38,4,NX,4-1,1,38,5,development,4-1/38.mat,0a39bc6db171bf8cba134dcd38babb8febcee445a79116397b326421e8205852,836244,287,137,150,392,392,392,5,b37d30754d88d4c209aecde4f552dabef1d54de588825e447cda80f5f9f60fe8,not_computed_in_blind_development
678,4-1/39,4,NX,4-1,1,39,2,development,4-1/39.mat,d79a908e74201c042e08f91f76383612c7fe2bb39b6b391389e8fef39a7d90c9,734577,247,113,134,392,392,392,5,72dfc97f4c15d6f8bba6e0cddeb3968975026b5d424885e7fd741d993cdedaff,not_computed_in_blind_development
679,4-1/40,4,NX,4-1,1,40,1,development,4-1/40.mat,d023c23dfa8290cdcb1f6e0e4ea49d9152e5f92cf0e899efebf14e8b99d4b935,939595,323,160,163,392,392,392,5,90242c3f2dec6e02ce65071176576f80ee3953128a5536cbc5bb6bc68851ac28,not_computed_in_blind_development
680,4-1/41,4,NX,4-1,1,41,3,development,4-1/41.mat,23c97e2fac72ee15f3f9cd70dbe0269896e16d4424a433f114cd6a6e86627d13,627427,208,93,115,392,392,392,5,0dfc44fb78d627275da8331c0a361324790aa3075a2b6c9b7f4b8316a46858f2,not_computed_in_blind_development
681,4-1/42,4,NX,4-1,1,42,0,development,4-1/42.mat,6a0d7f03b43550891452b4cd30608cbd810b80eb8c91ff1ba0f349cadacf1274,518729,168,77,91,392,392,392,5,16217fffb9f913aaf0c6457c3ea7def959c4915e39d8b332668e7666adb6da8b,not_computed_in_blind_development
682,4-1/43,4,NX,4-1,1,43,7,development,4-1/43.mat,48d248b524f78bbf14dd07c29188745dd14c115410d74d00c36abf7dd0aa564f,775971,265,123,142,392,392,392,5,88b77236ed70c78e5d166b9d36d9bd511432eb6535602896ffa97d1099f64cb0,not_computed_in_blind_development
683,4-1/44,4,NX,4-1,1,44,5,development,4-1/44.mat,45aba1e8873238bde55072e6cec50a3c96d4ced46477011c544c939f032af5da,665240,222,103,119,392,392,392,5,11b823463052b49a39918403b8a73ae055e826e7cdcb933868caca0b4ec6f43e,not_computed_in_blind_development
684,4-1/45,4,NX,4-1,1,45,6,development,4-1/45.mat,48e3195a886ca2d6a01f2b0548e78703468387ef3ef826c922c82861fd0df867,485357,156,71,85,392,392,392,5,558a8df36614b4f6d2864af9c8a93f1b547ddf0d8f0ed92d842423a43ef9e57a,not_computed_in_blind_development
686,4-1/47,4,NX,4-1,1,47,4,development,4-1/47.mat,a92550fb17f84741c89bdc40dcbf5c294b42034680958f75fd210e236474f708,768290,262,123,139,392,392,392,5,83de56ca25b76d948e79c730cb9e980a274b1947cde76ae8f4e45fb27a8895ff,not_computed_in_blind_development
687,4-1/48,4,NX,4-1,1,48,4,development,4-1/48.mat,ad2f783de3b01d1ede8979f2df871e0398ff03a6c2da7a83f8c3627533127aae,670759,222,100,122,392,392,392,5,0c247bd42a2f5aa4124ad1732a235332d062e23be9023c8a7132f374b7cd8fa9,not_computed_in_blind_development
688,4-1/49,4,NX,4-1,1,49,4,development,4-1/49.mat,1a36d186ddb1de2b5744368c8e683ee2cc6429eb8a3f7c177845243493ee2d59,565102,186,78,108,392,392,392,5,47d6eb6907c639eb8877cf52e69a21b197f606f86b8e1e697c6b429f6de77454,not_computed_in_blind_development
689,4-1/50,4,NX,4-1,1,50,3,development,4-1/50.mat,2458c4817cfe9ed786e9680062fd7ae959256c02706b27279d3392c2e4207b50,798637,269,133,136,392,392,392,5,5dc3ab34854f18c71713167a7734428cf108daa2f3c7a291ba6fc664d9b834cf,not_computed_in_blind_development
690,4-1/51,4,NX,4-1,1,51,4,development,4-1/51.mat,9cbb2681dd62b411897a5a8d065bc855b012d50f559670da3ae794f2898983fd,779754,264,132,132,392,392,392,5,f349119f740a7151c6fae649a498841237270e4621f3ecbc4a052fa5ab4408a1,not_computed_in_blind_development
691,4-1/52,4,NX,4-1,1,52,1,development,4-1/52.mat,71a795b6b81a343a0fe29b9789b6105b472a55f4fd443337d54178a3b1b3e024,928017,319,152,167,392,392,392,5,a4c1ca066f42d61c5c72e7a64baf1d17708db25b84c81eaaff2debd8b039d93a,not_computed_in_blind_development
692,4-1/53,4,NX,4-1,1,53,2,development,4-1/53.mat,801ecb4368bfb2af55deb9ed70a6e86e40806486b025b794fff649c4f9d71f8e,476415,153,71,82,392,392,392,5,fd83a9efaa5d0bb7ac4dcfe232b34c1271ec2fdfa8f3e0b4518241d94581f0f0,not_computed_in_blind_development
693,4-1/54,4,NX,4-1,1,54,6,development,4-1/54.mat,2ecdd6fa25365251841509d1e119e67f4006c62fb106abc3c3707fe919b6ba0e,464880,149,63,86,392,392,392,5,3ebc6461ceee241f41ba1d08f7bf18c0f54ed07eaccad972de046df5b8e8c3de,not_computed_in_blind_development
694,4-1/55,4,NX,4-1,1,55,1,development,4-1/55.mat,ce7de6b8ef0c7cd428b8915ad199c83d16cbb51152d30cee86f51ed256fc1140,756671,254,126,128,392,392,392,5,26e1481cbb24754868ab52f43eff223e21ae8c387a45e1da4f785b78ee2ff3fa,not_computed_in_blind_development
695,4-1/56,4,NX,4-1,1,56,5,development,4-1/56.mat,75251a3a70449055db3999d127645d52b15e5933de1ebd13ae65f64d51a5e416,380441,118,54,64,392,392,392,5,1a264ca4712715c2c7d1afde7b7f38965e0389d130bab23c9808736036ff6877,not_computed_in_blind_development
696,4-1/57,4,NX,4-1,1,57,2,development,4-1/57.mat,4440048ea2a1a2d18c929a24107ac440c649a62339f3379c17652a1e691de3c9,1172088,406,191,215,392,392,392,5,afcf1fab4d7761d54179ce6844ef4234b45c69334292e0277007b3d3eaefc4ac,not_computed_in_blind_development
697,4-1/58,4,NX,4-1,1,58,6,development,4-1/58.mat,d8e1f7b0a2f9756afa718af7fe44e63b8b0fa0b5ce55031a13e010faaed7b64d,892145,306,152,154,392,392,392,5,9823a523e46440c2cbe91d8f8691e4d13e3b98e02364e951a0bd2c98a3c362d3,not_computed_in_blind_development
698,4-1/59,4,NX,4-1,1,59,1,development,4-1/59.mat,2f9b523554848d75612f78df562d8eea07326be686ee469172f0ccd68859f259,648331,218,99,119,392,392,392,5,d8c82910ce0bb6bb2261da12a290da571ad2128cd1ee29fbe61decf919bbfbe8,not_computed_in_blind_development
699,4-1/60,4,NX,4-1,1,60,5,development,4-1/60.mat,bc6827617cf505656291c9e1cd83a07900fe83a5c3c6b485e69148543ad0ce83,432816,138,60,78,392,392,392,5,1cb47b8f010bdc5b943dd4330db22f3b4dbd2b1ea7ec919c0cc34716a0871acd,not_computed_in_blind_development
700,4-1/61,4,NX,4-1,1,61,5,development,4-1/61.mat,4276465a59ad72afc352a50df20d28933764057125b6b35889c7fe56d031817d,720326,243,117,126,392,392,392,5,f363f61afe5fcfe6029bb693e14b03ec24475954e7c7f487231bfb9b46ca16ea,not_computed_in_blind_development
701,4-1/62,4,NX,4-1,1,62,6,development,4-1/62.mat,0757a4c69fac52831186fba89fc5c6a7f0446b33a5d6327856b3ab813651b77a,711101,240,116,124,392,392,392,5,f28caa32d4444cb2f3c8f8a5dd34da99cbcc1bae9e5f3f9d9df4c5530b888e75,not_computed_in_blind_development
