bootstrap_replicate,label_pair_position_1,label_pair_position_2,label_pair_position_3,label_pair_position_4,label_pair_position_5,label_pair_position_6,label_pair_position_7,label_pair_position_8
5171,5,7,6,3,4,2,2,2
5172,3,7,2,2,0,5,2,2
5173,6,7,7,4,5,4,6,0
5174,1,6,4,0,7,2,4,3
5175,2,7,7,5,6,0,6,1
5176,0,6,4,3,3,3,3,3
5177,7,3,4,0,3,0,6,1
5178,4,0,3,3,3,3,4,7
5179,3,3,0,1,5,6,3,4
5180,1,0,6,5,3,3,1,5
5181,6,5,3,0,5,3,1,4
5182,4,7,0,0,4,2,7,4
5183,4,2,2,4,3,7,6,1
5184,5,2,5,0,3,0,6,2
5185,7,2,5,5,7,4,7,6
5186,0,3,2,6,2,0,5,3
5187,4,5,1,5,2,2,3,1
5188,7,2,2,2,6,0,1,2
5189,7,4,1,7,3,4,5,3
5190,3,1,1,5,5,4,7,5
5191,3,0,3,0,1,7,2,7
5192,1,1,6,5,2,1,0,1
5193,3,0,1,6,2,6,3,3
5194,3,2,0,6,6,5,7,7
5195,2,3,4,5,3,6,2,6
5196,0,4,1,5,0,6,5,7
5197,5,1,4,1,7,3,7,4
5198,4,5,1,2,6,7,7,7
5199,4,0,0,1,3,5,0,5
5200,1,5,5,4,5,7,1,2
5201,6,6,4,2,2,0,3,1
5202,1,4,0,4,5,1,3,6
5203,1,1,4,3,1,0,7,4
5204,5,7,0,5,6,3,5,2
5205,6,1,5,7,5,5,7,7
5206,3,7,6,0,1,1,6,4
5207,4,5,6,7,7,5,5,5
5208,5,0,5,5,2,4,0,6
5209,3,6,6,3,5,7,7,2
5210,3,2,0,4,2,4,5,1
5211,5,3,6,1,4,5,3,3
5212,1,5,5,6,3,0,2,5
5213,0,3,5,5,6,2,5,2
5214,2,5,4,2,0,1,3,5
5215,1,2,5,2,1,1,1,6
5216,4,1,5,1,2,7,3,7
5217,4,6,3,6,0,6,5,0
5218,4,6,5,4,7,1,2,2
5219,1,0,7,6,5,4,5,7
5220,3,0,6,1,3,5,4,1
5221,3,7,5,0,2,1,5,0
5222,2,2,0,4,0,2,0,5
5223,2,5,0,7,7,6,2,2
5224,4,2,1,5,0,2,0,1
5225,3,1,7,0,0,2,5,0
5226,5,3,4,2,0,2,1,5
5227,0,1,3,5,7,7,5,4
5228,5,1,4,1,7,0,6,4
5229,0,5,3,6,6,7,0,6
5230,3,5,1,1,7,7,1,2
5231,0,4,0,1,3,6,7,1
5232,7,5,1,1,2,7,2,7
5233,5,6,0,4,3,3,6,0
5234,7,3,1,1,6,3,0,3
5235,3,5,6,5,7,6,4,6
5236,3,6,0,5,1,3,3,4
5237,5,7,2,2,1,1,0,5
5238,2,1,5,3,4,4,7,5
5239,3,0,5,0,1,7,0,2
5240,4,1,1,6,4,7,7,4
5241,1,1,7,5,2,3,5,5
5242,0,3,4,5,0,7,0,0
5243,6,5,1,1,0,4,1,1
5244,0,2,3,3,2,0,7,5
5245,4,0,2,7,7,7,4,1
5246,5,0,3,0,6,1,0,3
5247,4,0,1,5,7,5,4,7
5248,1,2,1,7,3,1,2,0
5249,0,5,7,4,6,6,7,4
5250,3,3,5,1,6,5,4,1
5251,5,5,3,4,3,5,4,0
5252,5,4,2,2,0,5,1,5
5253,1,3,3,6,0,6,4,0
5254,6,7,6,6,7,3,0,4
5255,2,7,3,1,7,3,7,2
5256,4,2,0,4,5,7,2,2
5257,7,1,1,6,3,3,4,3
5258,7,7,6,4,5,0,6,5
5259,1,1,4,1,0,7,2,7
5260,7,6,3,5,1,5,7,2
5261,0,5,2,1,3,1,4,2
5262,5,2,2,7,0,5,2,5
5263,7,3,1,2,1,1,5,3
5264,7,6,7,4,2,4,4,2
5265,5,0,6,1,3,0,2,7
5266,5,1,3,7,3,4,3,4
5267,1,7,3,4,3,4,4,2
5268,3,4,4,3,0,2,3,4
5269,2,2,3,7,6,3,3,2
5270,0,7,1,2,7,4,3,4
5271,5,5,4,1,4,6,2,5
5272,7,4,7,7,6,5,6,0
5273,7,0,3,2,4,3,1,3
5274,7,4,2,6,6,0,4,4
5275,4,0,6,7,6,4,3,6
5276,4,1,1,6,0,3,1,6
5277,3,7,0,2,2,6,1,0
5278,4,0,2,5,3,4,0,4
5279,5,4,1,1,2,2,1,5
5280,0,5,3,4,2,4,1,3
5281,1,0,1,5,5,0,4,0
5282,4,1,2,3,4,2,4,1
5283,6,4,5,1,2,0,2,5
5284,1,4,1,7,7,6,1,1
5285,6,1,6,2,0,3,7,6
5286,0,6,4,1,1,1,5,2
5287,6,7,4,0,5,1,7,6
5288,7,0,5,5,0,4,3,4
5289,1,5,7,2,6,3,2,7
5290,6,0,6,2,1,1,6,7
5291,0,7,5,4,3,1,7,7
5292,7,0,5,7,7,5,7,1
5293,2,7,7,5,3,1,2,7
5294,6,2,0,0,2,6,7,7
5295,3,3,2,4,4,0,0,1
5296,4,4,4,3,5,0,1,5
5297,3,7,6,4,7,5,1,3
5298,5,0,7,6,7,5,7,4
5299,1,3,6,6,6,0,6,6
5300,3,7,7,6,3,6,6,4
5301,1,1,4,7,0,0,7,6
5302,3,2,0,0,5,7,2,0
5303,1,3,3,3,2,7,6,5
5304,0,0,2,1,1,6,4,7
5305,5,1,0,0,0,7,4,5
5306,7,1,2,5,5,3,7,3
5307,4,0,7,2,3,0,1,7
5308,3,2,7,1,7,4,6,2
5309,4,7,4,1,7,6,0,4
5310,5,3,0,4,3,7,4,0
5311,3,5,0,1,3,5,7,1
5312,4,4,5,5,2,5,0,1
5313,6,0,4,5,1,1,7,0
5314,1,1,0,3,2,5,4,6
5315,3,6,5,6,4,2,6,3
5316,4,1,1,0,6,1,3,5
5317,6,2,5,0,6,0,3,5
5318,4,4,7,7,0,2,3,4
5319,4,1,1,2,5,0,0,0
5320,3,5,7,2,5,1,7,4
5321,6,1,6,4,7,7,7,3
5322,1,6,7,5,2,6,0,3
5323,3,0,0,6,6,5,7,4
5324,7,0,2,1,5,0,7,4
5325,2,4,5,2,5,0,3,7
5326,2,6,1,7,7,7,0,4
5327,4,6,3,1,5,5,4,0
5328,6,0,2,2,0,7,0,3
5329,4,5,2,0,1,0,0,3
5330,1,3,4,0,1,2,2,2
5331,6,5,5,2,6,6,5,2
5332,3,4,5,7,3,6,3,6
5333,4,7,1,6,6,6,7,2
5334,6,1,2,5,2,3,3,7
5335,2,1,3,3,0,1,5,0
5336,3,0,5,3,5,4,7,3
5337,5,4,1,7,1,4,5,2
5338,2,4,7,5,2,7,6,5
5339,6,3,4,2,2,6,3,4
5340,5,7,6,0,5,0,6,7
5341,6,2,6,7,7,7,1,7
5342,2,3,0,7,1,5,5,3
5343,1,6,1,0,6,0,0,3
5344,2,3,0,7,1,0,5,7
5345,6,5,7,5,6,2,3,2
5346,5,0,5,5,4,2,1,3
5347,5,1,4,5,4,6,1,6
5348,4,5,0,6,0,4,2,6
5349,6,5,5,4,7,7,1,5
5350,0,5,2,7,2,3,4,3
5351,6,5,0,0,3,5,3,7
5352,1,0,0,1,0,7,5,7
5353,0,0,0,3,0,5,6,3
5354,3,3,5,6,5,7,0,2
5355,3,6,6,0,1,6,6,6
5356,0,5,6,7,0,3,6,0
5357,7,3,2,6,3,0,3,2
5358,0,3,5,3,6,0,2,5
5359,1,1,0,3,3,7,1,2
5360,5,0,6,3,3,6,1,3
5361,7,3,3,6,2,0,2,7
5362,2,2,2,0,3,7,5,7
5363,4,5,1,7,3,7,6,5
5364,3,3,5,4,7,2,7,0
5365,5,0,1,5,1,4,7,7
5366,4,5,7,3,7,4,0,6
5367,0,4,1,2,5,0,6,6
5368,4,0,0,6,1,7,7,1
5369,4,6,2,3,4,5,4,3
5370,2,5,7,3,7,0,3,3
5371,4,6,5,1,0,6,5,1
5372,5,4,2,2,3,5,6,4
5373,1,3,1,4,7,1,5,6
5374,0,2,6,5,2,0,0,0
5375,1,6,0,3,7,1,2,1
5376,5,3,2,5,2,0,0,4
5377,2,6,2,4,3,2,6,1
5378,6,2,2,5,3,6,6,0
5379,3,4,5,4,6,0,3,0
5380,6,2,4,3,3,7,2,7
5381,1,3,1,7,0,0,4,0
5382,0,2,6,2,5,4,0,6
5383,2,6,5,2,4,1,7,2
5384,0,1,0,6,2,6,6,0
5385,7,4,0,4,3,1,3,6
5386,1,2,5,1,6,5,6,0
5387,6,0,3,0,6,6,6,4
5388,4,0,2,7,5,0,1,6
5389,3,4,5,1,4,0,5,7
5390,2,4,5,2,2,5,5,7
5391,3,3,1,1,6,7,0,7
5392,3,2,5,4,0,3,2,7
5393,1,6,1,7,0,3,2,0
5394,2,2,3,7,6,4,6,3
5395,5,2,1,3,5,4,6,6
5396,7,1,1,6,3,5,1,4
5397,3,4,2,0,1,4,1,2
5398,4,5,1,5,0,6,7,0
5399,6,6,1,3,6,6,5,2
5400,3,4,7,0,3,6,6,7
5401,6,4,1,5,0,4,6,5
5402,7,0,3,6,6,5,7,4
5403,4,4,7,6,5,3,4,3
5404,7,1,2,5,3,1,0,1
5405,4,7,0,6,0,4,5,6
5406,2,1,5,3,7,5,0,1
5407,1,2,2,0,7,7,0,3
5408,7,3,0,3,2,2,2,6
5409,2,6,2,1,3,6,1,7
5410,0,1,3,6,3,0,0,1
5411,7,7,5,5,3,4,0,7
5412,7,5,4,5,0,7,3,7
5413,1,5,3,4,5,7,6,7
5414,0,5,3,1,4,1,3,2
5415,3,2,5,6,1,5,1,5
5416,3,7,2,4,7,2,0,6
5417,1,4,0,0,1,1,3,1
5418,7,7,0,3,7,0,5,7
5419,2,5,1,5,7,4,5,3
5420,7,1,0,0,3,4,7,4
5421,2,3,5,7,3,5,4,3
5422,6,0,4,1,2,0,6,3
5423,2,2,5,5,1,0,3,0
5424,7,5,2,1,5,5,7,0
5425,2,0,0,2,3,1,4,5
5426,0,6,5,5,3,5,7,2
5427,1,7,1,0,0,3,4,3
5428,1,3,6,4,4,1,7,4
5429,6,0,7,6,3,5,6,5
5430,0,3,3,3,0,4,4,6
5431,4,5,6,1,2,5,7,0
5432,0,5,6,0,5,2,5,7
5433,2,1,3,4,7,0,1,6
5434,3,6,2,1,2,0,5,6
5435,2,3,4,5,0,0,4,1
5436,3,2,0,4,0,4,3,1
5437,1,5,1,3,2,0,6,2
5438,3,1,7,3,3,1,2,6
5439,5,0,3,2,4,3,3,2
5440,0,2,7,4,7,6,3,0
5441,2,2,5,2,7,6,4,1
5442,1,3,6,0,0,2,7,3
5443,5,1,5,0,3,4,1,2
5444,5,5,6,2,3,5,1,6
5445,3,6,3,5,3,0,3,2
5446,5,1,1,2,0,4,0,6
5447,6,0,1,5,0,0,2,7
5448,4,6,4,3,7,0,3,4
5449,6,5,7,5,7,1,2,0
5450,3,2,1,7,2,0,2,2
5451,6,4,4,7,5,7,1,0
5452,4,7,4,2,5,4,1,3
5453,2,1,2,1,5,1,3,0
5454,3,5,0,6,2,5,0,0
5455,6,5,7,3,5,0,6,4
5456,0,4,7,2,6,2,1,2
5457,6,3,3,3,5,4,0,7
5458,0,5,7,6,1,3,5,2
5459,6,5,5,3,3,3,1,2
5460,3,7,6,2,0,1,4,5
5461,3,0,1,6,5,3,7,5
5462,3,2,5,2,4,4,2,6
5463,0,4,7,0,0,4,3,6
5464,6,0,1,0,3,0,6,1
5465,6,1,2,3,2,6,6,0
5466,6,6,6,0,2,4,4,7
5467,0,4,0,6,6,5,7,7
5468,2,1,6,0,3,7,0,5
5469,5,6,4,1,2,0,4,6
5470,4,6,6,1,5,4,0,3
5471,2,5,4,6,5,0,3,7
5472,2,0,7,3,0,3,5,5
5473,1,0,6,0,2,1,7,3
5474,1,4,1,2,3,6,6,2
5475,7,3,6,5,5,7,5,5
5476,5,3,7,5,6,2,1,1
5477,3,4,2,4,1,1,6,1
5478,6,7,0,1,1,4,3,6
5479,4,1,4,3,7,3,6,1
5480,3,4,1,1,3,5,0,4
5481,1,1,2,2,7,7,4,2
5482,2,5,4,5,3,4,5,0
5483,3,2,0,5,4,7,6,5
5484,2,1,0,7,0,4,2,2
5485,1,5,4,7,1,7,0,7
5486,7,3,0,4,4,3,6,6
5487,6,7,3,1,0,1,2,3
5488,1,0,2,2,6,5,0,7
5489,7,1,0,2,0,3,4,6
5490,4,0,4,4,1,0,0,6
5491,2,5,3,6,7,3,1,4
5492,4,7,5,5,2,7,1,7
5493,7,1,0,4,2,5,5,5
5494,5,6,0,4,6,4,2,7
5495,5,3,5,2,3,1,2,6
5496,4,6,4,5,3,1,5,3
5497,2,3,6,2,2,0,3,7
5498,0,5,4,3,5,0,3,7
5499,4,1,5,2,2,7,6,6
5500,0,0,2,0,7,2,5,5
5501,7,0,7,6,6,6,6,4
5502,2,1,0,5,2,4,2,7
5503,3,6,1,6,0,0,3,5
5504,0,6,0,2,3,4,6,6
5505,1,6,1,1,3,3,7,3
5506,5,0,0,1,5,6,1,2
5507,2,7,6,0,3,6,4,5
5508,0,0,2,4,1,0,0,3
5509,0,3,0,7,7,6,7,5
5510,3,4,7,5,4,5,1,2
5511,7,2,2,0,4,2,2,2
5512,5,0,6,5,4,5,4,1
5513,2,0,5,4,6,4,3,4
5514,5,6,3,0,6,2,2,6
5515,6,0,7,7,7,5,5,7
5516,4,5,5,7,2,6,6,2
5517,6,5,3,2,0,4,7,2
5518,3,3,7,3,3,1,7,3
5519,1,3,0,5,7,6,0,3
5520,5,3,7,2,0,3,4,5
5521,1,1,7,4,7,7,5,0
5522,5,4,7,5,6,3,1,2
5523,4,7,2,4,0,5,0,2
5524,0,0,2,0,5,4,4,1
5525,2,6,6,1,6,6,6,6
5526,0,3,6,4,4,6,6,3
5527,3,1,0,1,1,0,7,3
5528,1,7,2,6,2,3,3,4
5529,6,3,4,0,2,2,2,5
5530,0,5,2,7,5,6,7,6
5531,2,6,1,7,0,5,6,3
5532,4,4,3,7,3,1,4,3
5533,7,7,6,6,5,1,3,5
5534,2,2,5,7,6,0,0,2
5535,2,5,5,0,0,6,3,6
5536,0,4,7,3,3,0,3,0
5537,2,3,1,7,5,2,4,1
5538,1,5,2,4,5,0,5,2
5539,1,1,0,7,4,4,7,5
5540,6,1,1,4,3,6,4,0
5541,1,1,1,6,0,0,6,0
5542,0,6,5,0,0,3,3,1
5543,0,6,5,3,4,5,7,4
5544,6,5,7,6,3,3,6,3
5545,2,3,5,6,0,3,5,0
5546,4,5,2,5,1,0,2,3
5547,0,4,5,1,4,1,1,5
5548,5,6,2,4,1,7,1,7
5549,6,7,3,6,5,3,4,0
5550,2,3,4,5,6,4,0,4
5551,6,6,2,7,6,6,5,1
5552,5,5,4,1,5,3,4,6
5553,2,7,0,1,4,0,1,3
5554,6,0,2,2,1,1,4,5
5555,1,7,6,4,5,6,2,2
5556,1,5,2,2,5,0,3,3
5557,4,0,5,1,4,5,1,3
5558,5,4,5,4,0,5,4,7
5559,4,1,2,1,7,2,0,2
5560,6,4,0,6,3,4,2,6
5561,3,2,0,4,0,1,0,3
5562,3,2,7,4,0,4,2,2
5563,0,5,7,7,6,1,5,0
5564,2,1,4,2,7,4,4,1
5565,0,2,0,4,5,1,1,6
5566,4,5,3,7,2,2,3,2
5567,0,3,5,1,6,3,0,1
5568,3,5,3,3,3,4,1,6
5569,3,6,0,1,3,1,4,4
5570,0,7,3,7,7,7,2,2
5571,2,5,5,5,3,7,6,7
5572,2,0,0,7,7,2,5,4
5573,3,1,7,7,4,6,6,7
5574,1,6,6,0,5,7,2,1
5575,4,1,5,3,4,6,7,5
5576,4,3,0,1,6,7,7,5
5577,5,4,0,3,1,5,0,5
5578,5,7,1,3,2,4,3,4
5579,6,0,2,2,7,7,0,7
5580,4,0,4,6,0,6,5,2
5581,0,2,3,5,1,2,0,0
5582,3,7,3,6,2,4,4,4
5583,6,6,0,6,5,3,7,7
5584,4,1,0,0,7,0,5,5
5585,5,0,6,2,3,3,1,5
5586,1,7,1,0,7,1,6,6
5587,0,6,3,3,7,1,7,2
5588,4,5,7,7,4,4,2,5
5589,5,4,7,1,1,2,5,5
5590,2,1,0,3,7,6,6,6
5591,6,7,3,1,6,4,0,7
5592,0,7,6,1,0,5,4,3
5593,2,3,2,1,5,0,5,0
5594,3,7,7,6,2,1,1,0
5595,2,3,7,2,3,1,5,4
5596,4,6,3,6,1,4,1,3
5597,5,1,1,0,7,5,2,0
5598,7,3,0,6,5,5,1,3
5599,0,0,0,3,6,7,0,3
5600,6,4,6,1,2,0,3,5
5601,4,7,0,2,0,3,1,7
5602,0,1,5,6,6,6,1,5
5603,1,3,5,4,2,2,2,4
5604,1,1,1,1,6,3,4,3
5605,3,0,2,2,1,7,0,6
5606,0,6,6,1,0,4,3,1
5607,5,4,6,6,1,6,5,1
5608,1,5,4,6,6,5,2,7
5609,0,6,1,6,5,2,1,4
5610,1,7,4,1,1,4,2,0
5611,7,4,4,6,5,6,0,1
5612,7,0,0,7,4,0,0,3
5613,1,6,6,3,4,0,6,4
5614,7,0,3,3,0,2,1,5
5615,2,6,2,1,7,0,6,2
5616,6,6,1,6,6,0,1,0
5617,6,0,6,7,0,5,6,4
5618,7,3,7,1,0,5,0,7
5619,7,3,1,2,1,3,3,2
5620,6,4,1,4,7,7,5,6
5621,7,2,3,1,7,2,1,2
5622,2,4,1,4,1,7,7,1
5623,4,1,0,3,4,3,7,2
5624,4,0,6,3,1,4,7,0
5625,1,7,3,5,3,1,7,6
5626,3,2,4,1,7,3,0,0
5627,3,2,0,1,5,7,4,0
5628,2,6,7,3,7,0,3,6
5629,3,2,1,4,3,0,6,3
5630,0,7,2,4,4,0,6,2
5631,0,1,6,2,1,6,2,6
5632,7,4,1,5,0,0,2,4
5633,1,2,3,6,0,2,2,4
5634,4,4,3,4,7,6,0,6
5635,0,6,5,4,1,7,2,1
5636,7,3,6,3,7,2,3,7
5637,1,7,4,2,5,7,5,3
5638,5,7,5,6,6,3,5,5
5639,2,0,5,1,7,6,0,2
5640,4,4,6,2,5,3,2,4
5641,7,2,5,4,6,4,4,4
5642,3,3,6,7,4,6,2,3
5643,5,5,6,1,0,5,3,4
5644,7,4,0,1,7,0,0,7
5645,6,7,3,5,3,4,4,0
5646,1,3,4,0,0,3,4,2
5647,0,4,6,1,2,7,3,0
5648,6,0,0,4,3,0,7,4
5649,1,3,3,6,4,3,0,2
5650,3,7,6,0,3,4,0,3
5651,4,3,7,6,5,6,7,4
5652,0,7,6,4,7,2,7,6
5653,5,1,2,6,6,3,1,4
5654,2,0,7,7,0,2,2,4
5655,0,7,2,6,3,7,6,7
5656,2,0,2,7,1,2,7,6
5657,4,7,0,4,2,1,6,3
5658,4,3,0,1,2,5,2,2
5659,0,3,6,4,3,0,4,2
5660,6,3,6,6,0,2,5,0
5661,4,6,5,7,2,7,6,5
5662,1,2,7,3,2,1,1,5
5663,2,2,2,0,6,7,5,3
5664,3,4,7,6,5,6,2,1
5665,2,3,1,1,6,1,6,0
5666,6,1,0,4,7,2,2,2
5667,7,1,1,7,4,0,6,3
5668,2,5,7,7,2,6,5,4
5669,1,5,3,6,6,0,1,6
5670,3,5,6,7,4,4,6,2
5671,6,1,2,1,7,2,3,1
5672,7,2,2,6,5,4,2,7
5673,7,4,7,6,7,0,4,7
5674,0,5,0,0,4,6,4,5
5675,6,0,5,3,2,6,5,0
5676,1,2,5,4,5,2,6,7
5677,7,5,3,5,2,5,5,1
5678,3,2,7,0,3,4,0,6
5679,6,2,4,6,3,6,5,7
5680,7,0,7,4,5,4,4,1
5681,5,3,1,3,3,3,5,0
5682,1,3,7,7,6,3,4,6
5683,0,1,0,4,6,7,6,2
5684,3,5,5,1,7,3,2,5
5685,7,3,3,6,3,2,3,7
5686,3,7,3,6,6,0,6,3
5687,0,0,3,3,5,2,3,0
5688,3,3,1,2,3,0,3,4
5689,1,3,6,4,1,2,2,3
5690,7,4,3,0,3,5,1,1
5691,1,3,1,3,6,1,5,7
5692,0,0,0,6,4,2,5,1
5693,5,5,0,7,6,3,4,4
5694,3,3,1,5,1,3,4,0
5695,2,5,4,4,7,4,1,2
5696,0,4,4,1,2,3,1,3
5697,0,6,3,6,2,2,0,1
5698,0,3,7,2,0,3,4,5
5699,4,5,0,2,0,5,6,5
5700,3,2,1,2,7,2,2,3
5701,4,6,7,4,2,0,0,6
5702,7,0,6,5,6,3,0,2
5703,4,6,0,3,4,7,4,5
5704,2,5,7,4,0,7,7,1
5705,6,1,3,0,3,2,1,5
5706,1,6,0,2,2,2,7,3
5707,2,1,4,5,0,0,5,4
5708,7,3,6,3,5,3,5,4
5709,7,6,6,1,1,5,6,3
5710,0,0,7,3,5,2,2,7
5711,1,7,2,7,7,4,1,2
5712,5,0,7,6,3,0,5,4
5713,6,4,2,4,4,4,7,6
5714,5,0,4,6,1,5,6,4
5715,7,3,2,6,3,4,1,5
5716,2,3,5,7,4,3,1,4
5717,4,6,1,1,6,0,1,5
5718,1,3,0,1,7,3,1,7
5719,6,2,1,1,2,2,7,3
5720,3,0,3,0,1,6,4,1
5721,5,2,2,2,2,1,5,7
5722,3,2,7,3,2,6,4,0
5723,0,2,4,7,0,4,5,0
5724,0,5,1,4,3,3,7,5
5725,2,2,0,0,2,7,6,2
5726,0,6,4,4,0,3,2,2
5727,0,7,2,6,5,4,1,2
5728,5,3,3,6,3,2,1,1
5729,0,4,2,6,5,0,6,6
5730,4,2,2,6,1,5,2,7
5731,4,1,1,6,3,6,2,2
5732,2,5,0,6,2,0,4,4
5733,2,4,3,7,2,6,2,0
5734,1,6,6,4,7,0,6,6
5735,0,6,2,6,3,2,7,3
5736,1,0,1,7,4,4,4,1
5737,2,7,1,5,2,5,0,2
5738,6,5,6,7,3,1,2,1
5739,0,2,1,7,6,1,2,4
5740,7,7,3,1,4,4,0,6
5741,3,0,4,3,3,2,1,7
5742,6,2,7,1,7,5,7,2
5743,7,3,6,6,7,7,6,1
5744,0,3,3,5,0,0,4,7
5745,5,2,6,0,0,4,0,7
5746,0,0,6,2,0,7,6,5
5747,7,5,1,7,4,0,6,6
5748,6,6,2,6,6,6,0,3
5749,5,3,5,3,5,6,7,1
5750,0,6,4,7,4,1,1,3
5751,4,6,4,0,2,1,3,2
5752,6,5,4,5,7,2,5,5
5753,3,7,3,4,0,6,4,5
5754,5,6,1,1,4,6,1,4
5755,0,6,2,4,2,7,3,5
5756,2,3,5,1,7,6,5,1
5757,0,7,6,3,4,3,2,5
5758,6,2,7,5,1,2,0,6
5759,3,4,3,7,0,6,1,1
5760,2,7,2,1,3,2,4,2
5761,5,2,7,0,1,6,6,6
5762,7,6,7,4,7,5,7,3
5763,5,5,4,1,5,2,1,2
5764,7,5,5,2,3,5,2,0
5765,3,2,5,5,1,4,3,2
5766,3,0,1,3,7,2,2,3
5767,4,5,1,3,7,6,1,2
5768,7,5,5,5,6,6,3,4
5769,0,4,3,2,3,7,7,7
5770,7,5,0,5,7,6,5,1
5771,2,2,3,5,4,3,3,5
5772,0,5,1,2,6,5,2,1
5773,1,5,0,6,3,7,0,4
5774,6,4,4,5,0,7,0,6
5775,4,7,6,1,3,1,4,5
5776,7,3,7,7,5,4,5,5
5777,3,1,3,1,2,0,2,3
5778,0,3,3,6,1,1,2,4
5779,1,6,6,6,7,0,5,4
5780,4,4,7,3,4,1,5,3
5781,2,2,4,0,1,7,6,3
5782,6,0,4,6,3,2,4,1
5783,2,5,2,7,6,0,2,6
5784,0,2,2,6,0,7,5,0
5785,5,4,6,1,2,2,5,5
5786,4,1,3,7,4,0,0,2
5787,3,2,0,3,3,2,4,6
5788,2,6,2,2,7,5,3,1
5789,3,0,2,4,7,7,7,1
5790,6,7,3,4,2,3,7,6
5791,1,5,3,2,6,3,6,3
5792,1,2,5,1,6,5,0,5
5793,0,6,6,1,6,2,0,3
5794,5,1,5,6,3,0,3,5
5795,4,6,1,3,7,2,0,1
5796,4,1,7,4,2,3,4,4
5797,5,7,2,0,3,7,2,3
5798,2,7,5,5,1,2,0,7
5799,3,4,5,4,1,3,6,1
5800,7,2,3,2,2,0,5,6
5801,3,7,4,2,6,2,6,3
5802,5,4,3,1,0,7,5,0
5803,5,3,6,3,0,6,6,3
5804,1,4,1,0,3,7,3,1
5805,0,1,6,3,1,1,7,7
5806,0,5,6,5,1,2,0,7
5807,3,2,2,2,1,2,1,7
5808,7,0,1,1,3,6,7,7
5809,6,3,1,1,3,4,0,3
5810,5,5,7,6,6,3,2,6
5811,2,6,0,1,7,3,6,7
5812,7,4,0,6,5,4,2,6
5813,3,0,1,6,2,2,4,6
5814,6,3,1,5,2,3,0,0
5815,0,5,6,0,4,2,2,4
5816,5,0,3,4,2,2,3,2
5817,6,1,2,7,2,2,1,5
5818,1,0,1,4,3,3,6,2
5819,6,4,0,1,3,4,1,6
5820,1,4,7,7,3,3,5,3
5821,2,5,5,6,2,2,3,0
5822,5,7,1,3,3,2,7,3
5823,7,3,6,5,3,6,3,1
5824,3,5,6,1,6,5,7,3
5825,2,7,0,0,4,2,3,4
5826,5,5,0,0,0,6,3,0
5827,6,7,2,3,5,3,3,3
5828,3,1,6,7,6,3,2,5
5829,5,2,7,0,3,0,6,3
5830,3,5,7,7,6,4,0,0
5831,4,0,3,0,3,1,6,2
5832,5,0,5,6,7,6,1,0
5833,1,6,4,5,6,3,4,7
5834,1,0,4,3,7,7,6,4
5835,4,3,1,6,5,0,3,4
5836,7,7,3,0,2,0,1,4
5837,3,7,4,5,6,1,5,1
5838,4,4,6,3,7,7,4,2
5839,2,5,3,5,5,4,6,5
5840,1,5,0,6,1,5,6,7
5841,2,2,6,6,0,1,4,5
5842,7,5,5,2,6,6,7,4
5843,0,4,1,4,2,2,2,2
5844,2,7,0,5,1,4,6,3
5845,0,7,6,4,1,5,4,4
5846,1,3,6,2,5,0,2,3
5847,3,6,2,2,5,5,1,5
5848,2,0,1,1,5,6,4,1
5849,6,5,4,5,0,6,6,1
5850,2,1,1,7,7,0,0,3
5851,0,0,7,5,4,4,3,4
5852,1,6,7,0,0,0,4,1
5853,6,6,6,0,4,0,6,2
5854,0,1,6,1,4,4,1,1
5855,5,4,6,3,0,6,4,2
5856,2,5,0,1,7,2,3,1
5857,2,7,2,6,3,2,5,6
5858,0,6,3,3,5,5,6,0
5859,4,1,3,4,5,7,1,1
5860,7,3,5,2,2,2,7,3
5861,3,4,7,3,1,3,1,1
5862,4,4,7,6,2,1,6,7
5863,1,4,3,4,7,0,7,6
5864,3,5,3,5,0,1,5,2
5865,3,5,6,3,4,4,0,1
5866,7,5,1,3,0,4,7,5
5867,5,4,1,7,6,2,3,2
5868,3,6,0,2,0,0,7,7
5869,2,1,3,2,1,5,3,0
5870,0,3,1,3,2,1,1,4
5871,5,0,3,1,1,3,0,7
5872,3,7,5,3,3,4,6,5
5873,7,3,5,5,2,5,5,0
5874,4,1,6,2,1,4,3,4
5875,2,2,1,7,3,6,6,4
5876,4,2,6,7,2,0,1,4
5877,5,6,6,4,2,1,3,0
5878,1,4,7,7,2,1,5,5
5879,2,6,0,3,7,2,6,3
5880,0,4,7,2,6,4,6,5
5881,2,1,4,0,1,6,1,5
5882,3,5,0,5,4,3,4,5
5883,7,7,4,0,1,4,6,3
5884,5,2,3,3,2,6,3,7
5885,1,6,5,0,2,5,6,3
5886,6,4,2,6,3,1,6,6
5887,3,7,1,2,5,6,2,4
5888,3,4,6,5,1,7,0,5
5889,5,0,5,2,7,4,1,7
5890,6,3,6,6,3,6,1,2
5891,1,4,5,6,1,6,6,3
5892,6,1,3,1,5,1,6,0
5893,3,3,0,3,4,5,6,6
5894,0,2,2,6,6,5,0,4
5895,2,3,1,0,0,2,6,2
5896,5,5,6,7,7,1,7,6
5897,4,2,3,1,6,6,3,2
5898,3,0,5,1,4,5,7,0
5899,7,0,5,0,0,3,5,0
5900,7,1,5,1,3,3,6,3
5901,4,1,0,5,4,7,7,0
5902,1,6,1,6,6,7,4,3
